"Year","Flow","Port","Region","Volume (10^3 m3)","Volume (MCF)","Value (CN$)","Value (US$)","Price (CN$/GJ)","Price (US$/MMBTU)"
"2010","Imports","Emerson","MidWest","24358.400000","859874.949872634129532","3623153.25","3579275.05","3.96","4.13"
"2010","Imports","Huntingdon","West","232388.680000","8203543.934165118131110","37953076.34","36802979.31","4.32","4.42"
"2010","Imports","Iroquois","East","14100.300000","497754.152805155634879","3611121.00","3581694.30","6.84","7.16"
"2010","Imports","Loomis","MidWest","239168.200000","8442867.511253946647524","35823651.00","34782531.65","4.03","4.13"
"2010","Imports","Niagara Falls","East","61253.860000","2162320.176900180176104","10510732.11","10233738.16","4.55","4.68"
"2010","Imports","Ojibway (Windsor)","MidWest","1189442.620000","41988468.587792080158548","201856822.53","196249905.93","4.50","4.62"
"2010","Imports","Sarnia","MidWest","2572743.820000","90820331.518393213178239","453877044.97","441000687.01","4.69","4.81"
"2010","Imports","Sarnia/Blue Water","MidWest","253229.100000","8939230.806161006275085","46077237.45","44500060.32","4.83","4.92"
"2010","Imports","Sault Ste Marie","MidWest","192919.860000","6810256.623872487277524","37110299.14","35783445.94","5.14","5.23"
"2010","Imports","St Clair","MidWest","5816776.570000","205337807.965591446435571","996760377.68","971814894.60","4.57","4.71"
"2010","Imports","St Stephen","East","12714.500000","448834.079831007235282","2142061.45","2060864.97","4.42","4.48"
"2010","Imports","Total","Total","20671690.130000","729730545.286897977395617","3613160583.29","3512239763.03","4.64","4.76"
"2011","Exports","Aden","MidWest","200959.544337","7094065.214185056114374","24650474.49","24951298.66","3.37","3.60"
"2011","Exports","Brunswick","East","3154993.142800","111374292.667566605854871","489359650.79","494190335.37","3.92","4.18"
"2011","Exports","Cardston","MidWest","337793.341800","11924429.882405435783302","46684589.47","47820533.63","3.66","3.96"
"2011","Exports","Chippawa","East","1360354.600000","48021825.878711543132047","223584908.55","226586416.21","4.39","4.69"
"2011","Exports","Cornwall","East","115073.100000","4062191.116583544668401","26544373.01","27066416.27","6.14","6.61"
"2011","Exports","Courtright","MidWest","72353.900000","2554162.265813418884032","10910639.07","11123731.18","3.99","4.30"
"2011","Exports","Coutts","MidWest","30209.800000","1066434.998220831521215","3745640.00","3679984.77","3.28","3.40"
"2011","Exports","East Hereford","East","559506.590000","19751120.805539709345980","106261628.24","107133501.70","5.05","5.37"
"2011","Exports","Elmore","MidWest","15629340.952486","551730769.182754491694046","2310940514.94","2341112870.70","3.69","3.95"
"2011","Exports","Emerson","MidWest","16991471.458238","599815286.242720941659729","2476600439.51","2514158306.26","3.89","4.16"
"2011","Exports","Huntingdon","West","8184003.548859","288903197.309042976802896","1146528558.16","1159582123.31","3.68","3.93"
"2011","Exports","Iroquois","East","6523300.876325","230278795.570894215725247","1153253660.18","1165766139.80","4.71","5.03"
"2011","Exports","Kingsgate","West","16020777.435296","565548853.541110088167136","2197355565.48","2224915334.86","3.62","3.87"
"2011","Exports","Monchy","MidWest","18664728.766109","658882878.684326090516929","2461157208.05","2491108864.50","3.51","3.75"
"2011","Exports","Napierville","East","227430.470100","8028514.355489158368540","47919696.45","48527925.39","5.61","6.00"
"2011","Exports","Niagara Falls","East","925619.456551","32675257.151657168354411","159611495.22","161665843.47","4.57","4.88"
"2011","Exports","Philipsburg","East","275763.592700","9734720.073962575332241","66311337.69","66998540.10","6.40","6.83"
"2011","Exports","Reagan Field","MidWest","6568.400000","231870.838016594276149","846786.36","860169.59","3.18","3.41"
"2011","Exports","Sarnia/Blue Water","MidWest","2605.800000","91987.246468491773463","394023.00","393001.20","4.00","4.21"
"2011","Exports","Sierra","MidWest","1339.200000","47275.048150512005146","175054.00","177448.91","3.44","3.68"
"2011","Exports","Sprague","MidWest","128056.258900","4520509.114002338335696","20476057.30","20705750.24","4.25","4.53"
"2011","Exports","St Clair","MidWest","124799.189500","4405531.431270439256920","18215553.75","18162310.96","3.87","4.08"
"2011","Exports","St Stephen","East","879754.155500","31056167.907613146643002","154972152.49","157181195.78","4.55","4.87"
"2011","Exports","Total","Total","90416803.579501","3191800136.526505374215773","13146500006.21","13313868042.82","3.81","4.07"
"2011","Imports","Chippawa","East","43025.476300","1518840.698761359849529","5818440.00","5679890.52","3.60","3.70"
"2011","Imports","Corunna","MidWest","163225.480000","5762016.447424159413487","26322312.44","26590619.47","4.27","4.55"
"2011","Imports","Courtright","MidWest","9441635.831700","333298826.585436799981791","1445534544.28","1461728842.44","4.05","4.32"
"2011","Imports","Emerson","MidWest","193005.500000","6813279.798247942659929","26366516.93","26552057.66","3.64","3.87"
"2011","Imports","Huntingdon","West","217468.150000","7676834.873396630311362","30805278.13","30981597.60","3.72","3.94"
"2011","Imports","Iroquois","East","881001.345600","31100194.917791119972394","144661390.04","146246645.49","4.37","4.66"
"2011","Imports","Loomis","MidWest","178766.548700","6310631.121186790097645","23549056.83","23873317.59","3.54","3.79"
"2011","Imports","Niagara Falls","East","92337.770000","3259612.098910471112509","14166054.52","14274966.57","4.06","4.32"
"2011","Imports","Ojibway (Windsor)","MidWest","1289640.250170","45525541.310950640782998","189011592.41","190507158.73","3.88","4.13"
"2011","Imports","Sarnia","MidWest","4901386.886600","173023671.645985009799504","746090293.98","756806217.14","4.05","4.33"
"2011","Imports","Sarnia/Blue Water","MidWest","397844.012035","14044276.303276211670204","58664055.04","59085154.18","3.94","4.19"
"2011","Imports","Sault Ste Marie","MidWest","475874.500000","16798827.584454021203149","72240364.11","72731113.51","4.05","4.30"
"2011","Imports","St Clair","MidWest","9864478.518430","348225580.151186959542069","1521844176.36","1541937618.11","4.10","4.38"
"2011","Imports","St Stephen","East","28127.830000","992939.454614259329334","4526944.05","4609676.72","4.09","4.39"
"2011","Imports","Total","Total","28167818.099535","994351072.991622375725904","4309601019.13","4361604875.73","4.06","4.34"
"2012","Exports","Aden","MidWest","188461.372197","6652867.715893622669398","14916852.25","14936215.79","2.18","2.30"
"2012","Exports","Brunswick","East","1643268.180000","58008947.381798259238963","211629258.95","211808226.16","3.26","3.44"
"2012","Exports","Cardston","MidWest","325883.781210","11504010.938003038706789","29103379.81","29118530.64","2.31","2.44"
"2012","Exports","Chippawa","East","660911.854144","23330824.169580172720496","69857948.30","69653466.11","2.83","2.98"
"2012","Exports","Cornwall","East","112499.522238","3971341.346110398816124","23012194.66","23044236.27","5.43","5.74"
"2012","Exports","Courtright","MidWest","35753.600000","1262136.470694553485190","4448475.86","4498592.24","3.27","3.49"
"2012","Exports","Coutts","MidWest","114955.900000","4058053.843851137255782","9940765.00","9959482.03","2.25","2.38"
"2012","Exports","East Hereford","East","1332122.468112","47025204.467124920219789","190853310.27","191110002.88","3.78","3.99"
"2012","Exports","Elmore","MidWest","15315582.808180","540654804.890877666634409","1501609273.99","1503192101.74","2.48","2.62"
"2012","Exports","Emerson","MidWest","12448999.778742","439461666.641085236290357","1267666135.77","1268657358.90","2.71","2.86"
"2012","Exports","Huntingdon","West","8293385.929168","292764500.546741297606726","804588022.50","805659424.95","2.55","2.69"
"2012","Exports","Iroquois","East","6816490.092632","240628656.919553343989323","957814253.26","958693591.57","3.73","3.94"
"2012","Exports","Kingsgate","West","17466088.655674","616569729.837290806499419","1656936260.50","1658585872.07","2.49","2.63"
"2012","Exports","Monchy","MidWest","20719401.786170","731414812.642615885997497","1791210610.24","1793706007.59","2.29","2.42"
"2012","Exports","Napierville","East","191793.953500","6770511.041434857016922","30844346.88","30858642.35","4.27","4.50"
"2012","Exports","Niagara Falls","East","89822.101597","3170806.584511914780628","10255677.61","10216309.71","3.02","3.18"
"2012","Exports","Philipsburg","East","232310.630000","8200788.694090336573486","45088668.80","45155155.58","5.15","5.44"
"2012","Exports","Reagan Field","MidWest","8270.500000","291956.605233579404559","751030.66","751179.46","2.19","2.31"
"2012","Exports","Sarnia/Blue Water","MidWest","230923.880000","8151835.085202401595027","22744114.99","22806024.92","2.60","2.75"
"2012","Exports","Sierra","MidWest","1132.600000","39981.869425978119046","94097.00","94146.52","2.17","2.29"
"2012","Exports","Sprague","MidWest","129303.030000","4564521.333077283689808","14924407.35","14957933.70","3.07","3.25"
"2012","Exports","St Clair","MidWest","22335.146600","788452.158724420923015","2450388.36","2447380.28","2.90","3.06"
"2012","Exports","St Stephen","East","420762.700000","14853328.033482256324505","47319954.20","47125016.30","2.93","3.08"
"2012","Exports","Total","Total","86800460.270164","3064139739.216403368557258","8708059427.21","8717034897.77","2.63","2.78"
"2012","Imports","Chippawa","East","174418.742706","6157149.387528311371409","18630993.94","18578860.01","2.82","2.97"
"2012","Imports","Corunna","MidWest","261111.140000","9217474.399742444182111","29218590.12","29401602.45","2.94","3.12"
"2012","Imports","Courtright","MidWest","9944794.118970","351060798.104267745087375","1099208284.82","1100951017.31","2.90","3.06"
"2012","Imports","Emerson","MidWest","371510.047165","13114662.013235036628232","44397148.08","44573954.10","3.17","3.36"
"2012","Imports","Huntingdon","West","125725.292855","4438223.770502798660242","13754446.39","13760641.98","2.87","3.03"
"2012","Imports","Iroquois","East","1090442.816792","38493680.308558647605951","131136133.72","131735069.55","3.18","3.37"
"2012","Imports","Loomis","MidWest","109760.150000","3874638.871159961366622","9133978.55","9137956.70","2.25","2.38"
"2012","Imports","Niagara Falls","East","656327.855300","23169004.601127371518612","94001950.63","94655064.37","3.75","3.98"
"2012","Imports","Ojibway (Windsor)","MidWest","1473429.435279","52013476.328551700376674","158028095.69","158289446.00","2.83","2.99"
"2012","Imports","Sarnia","MidWest","3843326.400578","135673118.761543414534926","398248507.24","399092211.28","2.75","2.90"
"2012","Imports","Sarnia/Blue Water","MidWest","1238605.092161","43723951.143504058198551","136560700.02","137088517.29","2.96","3.13"
"2012","Imports","Sault Ste Marie","MidWest","783720.070000","27666072.316138470141006","87389543.43","87522073.40","2.97","3.13"
"2012","Imports","St Clair","MidWest","9225701.277043","325676129.102783692649812","997600495.36","998960677.46","2.87","3.04"
"2012","Imports","St Stephen","East","189061.580000","6674055.628667769939380","29028816.98","29283833.62","3.93","4.18"
"2012","Imports","Total","Total","29487934.018849","1040952434.737311422260903","3246337684.99","3253030925.52","2.91","3.08"
"2013","Exports","Aden","MidWest","143638.439000","5070575.059729227501961","15002541.28","14593708.96","2.89","2.96"
"2013","Exports","Brunswick","East","989554.627900","34932230.198278442691001","150076728.50","147565705.86","3.84","3.98"
"2013","Exports","Cardston","MidWest","270479.600000","9548190.049082457398789","29005990.90","28025359.18","2.81","2.86"
"2013","Exports","Chippawa","East","167254.190802","5904233.813873560426744","21266146.33","21005471.10","3.40","3.54"
"2013","Exports","Cornwall","East","125014.972800","4413148.789318211342592","26549101.37","25800404.36","5.62","5.77"
"2013","Exports","Courtright","MidWest","176307.542367","6223825.832361380182881","20643446.16","20052185.04","3.06","3.13"
"2013","Exports","Coutts","MidWest","237999.303000","8401604.322814588051890","29505479.20","28597511.41","3.29","3.37"
"2013","Exports","East Hereford","East","1778518.228600","62783404.191777417551025","422414476.98","409901473.78","6.27","6.42"
"2013","Exports","Elmore","MidWest","15544852.657387","548748251.098107021219868","2091537269.94","2029988353.45","3.37","3.45"
"2013","Exports","Emerson","MidWest","6985724.510539","246602794.654975458771137","990838834.86","960988255.01","3.77","3.86"
"2013","Exports","Huntingdon","West","8827914.609744","311633877.123847070584810","1171431783.47","1133249917.82","3.47","3.55"
"2013","Exports","Iroquois","East","6073316.133897","214393901.331587583098175","1237179242.83","1204403595.33","5.39","5.54"
"2013","Exports","Kingsgate","West","18552393.575901","654917338.416942484848313","2356788868.99","2286073680.38","3.33","3.41"
"2013","Exports","Monchy","MidWest","19591538.580956","691600156.628814621940629","2284669825.19","2218051114.99","3.10","3.17"
"2013","Exports","Napierville","East","205168.672700","7242651.494077910634866","54759585.71","53532193.54","7.07","7.29"
"2013","Exports","Niagara Falls","East","42331.169400","1494330.997351015820465","6373326.07","6174948.72","3.93","4.02"
"2013","Exports","North Portal","MidWest","145.100000","5122.169568876412744","14486.46","13917.75","2.38","2.41"
"2013","Exports","Ojibway (Windsor)","MidWest","4685.800000","165413.247180159164976","763326.52","748182.62","4.27","4.41"
"2013","Exports","Philipsburg","East","276914.690000","9775354.915870747646126","57182108.00","55594691.23","5.47","5.61"
"2013","Exports","Reagan Field","MidWest","6925.100000","244462.691119407621608","799970.02","776857.48","2.81","2.88"
"2013","Exports","Sarnia","MidWest","1709.522561","60347.790759902625826","426263.86","401529.78","6.51","6.47"
"2013","Exports","Sarnia/Blue Water","MidWest","179480.693255","6335841.110900089805641","26541473.99","25978020.49","3.95","4.08"
"2013","Exports","Sierra","MidWest","191.950000","6776.019632982959518","21817.00","21644.84","3.02","3.16"
"2013","Exports","Sprague","MidWest","135368.980000","4778655.202796965811702","20501620.71","19934879.24","4.03","4.13"
"2013","Exports","St Clair","MidWest","70312.587300","2482101.964004315189569","10032811.88","9916400.15","3.78","3.94"
"2013","Exports","St Stephen","East","499789.685000","17643056.618506741071666","122857549.10","117359200.49","6.32","6.37"
"2013","Exports","Total","Total","80887530.923109","2855407645.733278640374522","11147184075.32","10818749203.01","3.60","3.68"
"2013","Imports","Chippawa","East","24017.060000","847825.319544306943271","3257720.46","3230230.41","3.60","3.77"
"2013","Imports","Corunna","MidWest","331759.930000","11711444.642443617303675","53502192.98","51904292.31","4.21","4.30"
"2013","Imports","Courtright","MidWest","9058887.126540","319787429.134731063151875","1344586475.81","1305023544.36","3.87","3.96"
"2013","Imports","Emerson","MidWest","480955.533146","16978192.941855079667163","65951745.59","65077810.01","3.64","3.79"
"2013","Imports","Huntingdon","West","316920.535400","11187599.739337697473562","46705378.76","45448540.86","3.86","3.96"
"2013","Imports","Iroquois","East","711314.892156","25110099.893108687425472","131944212.50","129052012.18","4.91","5.07"
"2013","Imports","Loomis","MidWest","58951.210000","2081034.417025795118855","6404368.38","6243943.63","2.90","2.99"
"2013","Imports","Niagara Falls","East","4429171.809000","156354025.192178436478007","665069770.41","645245848.38","3.91","4.00"
"2013","Imports","Ojibway (Windsor)","MidWest","1408929.201103","49736556.020614349699736","207161828.42","201209687.34","3.86","3.96"
"2013","Imports","Sarnia","MidWest","1288459.668845","45483865.654599856536872","189270037.37","183846188.76","3.87","3.96"
"2013","Imports","Sarnia/Blue Water","MidWest","1164138.449438","41095207.027362481572864","173174812.54","168449256.89","3.93","4.03"
"2013","Imports","Sault Ste Marie","MidWest","562547.922000","19858482.750537986659034","81097780.10","79294809.20","3.83","3.95"
"2013","Imports","St Clair","MidWest","5333210.720911","188267468.360136176990344","777291985.88","756773969.26","3.83","3.93"
"2013","Imports","St Stephen","East","364570.658000","12869694.900846658269729","113942125.44","112213200.47","8.02","8.33"
"2013","Imports","Total","Total","25533834.716539","901368925.994322193290459","3859360434.63","3753013334.07","3.95","4.06"
"2014","Exports","Aden","MidWest","146395.833619","5167913.742064343769208","20985812.41","19037853.25","3.97","3.80"
"2014","Exports","Brunswick","East","481999.935500","17015061.349541652310938","213734719.12","191899554.44","11.22","10.63"
"2014","Exports","Cardston","MidWest","216275.330000","7634727.180046201898896","31187775.64","28411532.31","3.82","3.68"
"2014","Exports","Chippawa","East","40979.895300","1446629.721856661150295","6061088.93","5530346.69","3.96","3.82"
"2014","Exports","Cornwall","East","107457.886121","3793366.741728278612113","30363868.85","27403584.00","7.46","7.10"
"2014","Exports","Courtright","MidWest","41507.363700","1465249.863738287140839","10739242.13","9776824.45","6.66","6.40"
"2014","Exports","Coutts","MidWest","275463.986460","9724143.685505142644118","43352305.44","39320841.30","4.18","4.00"
"2014","Exports","East Hereford","East","1363901.060003","48147019.328088551756779","582091391.13","524669544.93","11.25","10.70"
"2014","Exports","Elmore","MidWest","15270464.169776","539062073.556473066777895","3145520530.75","2848147684.16","5.02","4.80"
"2014","Exports","Emerson","MidWest","9366619.276014","330650670.012750707430983","2069152931.03","1875768244.77","5.84","5.59"
"2014","Exports","Huntingdon","West","9572697.979136","337925446.456065834881717","1576393018.58","1426388754.73","4.30","4.11"
"2014","Exports","Iroquois","East","5309209.451544","187420200.465125473738664","1752366323.39","1585388348.19","8.73","8.33"
"2014","Exports","Kingsgate","West","16556614.312932","584464410.732763246332406","2765239367.57","2502757924.41","4.37","4.17"
"2014","Exports","Monchy","MidWest","14692592.820405","518662659.080431123587048","2492209141.13","2254093983.43","4.47","4.27"
"2014","Exports","Napierville","East","138543.181700","4890707.576010031121300","74985281.83","67999865.59","14.33","13.71"
"2014","Exports","Niagara Falls","East","83777.635601","2957431.120798479516963","16818030.83","15239106.92","5.22","4.99"
"2014","Exports","North Portal","MidWest","194.596600","6869.447158696180153","29956.30","27203.79","3.46","3.32"
"2014","Exports","Ojibway (Windsor)","MidWest","5280.100000","186392.608825805285541","1082731.73","989527.26","5.40","5.20"
"2014","Exports","Philipsburg","East","299317.310000","10566188.950516523674231","77574398.00","70019111.39","6.85","6.52"
"2014","Exports","Reagan Field","MidWest","5755.400000","203171.156007658896677","904406.10","819465.28","3.82","3.66"
"2014","Exports","Sarnia/Blue Water","MidWest","381591.496190","13470546.860967867652446","115821674.45","104664980.90","7.95","7.58"
"2014","Exports","Sprague","MidWest","110078.278600","3885869.116741692977631","27546210.49","24851813.92","6.61","6.29"
"2014","Exports","St Clair","MidWest","171970.824600","6070735.523781551999707","74021027.17","67227519.97","11.24","10.77"
"2014","Exports","St Stephen","East","1665663.859400","58799536.406588006709990","625729857.46","567893016.61","9.61","9.20"
"2014","Exports","Total","Total","76304351.983201","2693617020.683574886046538","15753911090.46","14258326632.68","5.34","5.10"
"2014","Imports","Chippawa","East","4928.200000","173970.200340018864831","1874139.17","1706723.36","9.97","9.58"
"2014","Imports","Corunna","MidWest","22435.250000","791985.905031940310308","12197290.90","11026470.84","14.12","13.46"
"2014","Imports","Courtright","MidWest","7376324.329257","260391343.966112488632977","1695152612.04","1531933431.40","5.94","5.66"
"2014","Imports","Emerson","MidWest","111496.350604","3935928.422498856248816","31826025.28","28858558.75","7.56","7.23"
"2014","Imports","Huntingdon","West","99474.436400","3511543.287451496478365","19093103.77","17211381.27","5.01","4.77"
"2014","Imports","Iroquois","East","1085385.055609","38315136.473836339092516","243904921.74","222013828.66","5.93","5.69"
"2014","Imports","Loomis","MidWest","19273.040000","680356.850363458703518","3062249.63","2789907.91","4.31","4.14"
"2014","Imports","Niagara Falls","East","4312276.489035","152227507.958072341555099","916448482.26","829819337.19","5.56","5.31"
"2014","Imports","Ojibway (Windsor)","MidWest","1331582.682203","47006149.505327621166954","280269215.96","253535940.12","5.52","5.26"
"2014","Imports","Sarnia","MidWest","1428649.611199","50432705.465683228936604","326152855.51","295352237.70","6.00","5.73"
"2014","Imports","Sarnia/Blue Water","MidWest","606810.370000","21420989.740128439019688","137471578.40","124664469.59","5.95","5.69"
"2014","Imports","Sault Ste Marie","MidWest","67773.210000","2392459.502736530564976","18665332.68","16931713.01","7.27","6.96"
"2014","Imports","St Clair","MidWest","4827359.778143","170410443.512212720771910","1388220784.22","1253501520.30","7.53","7.18"
"2014","Imports","St Stephen","East","68845.948226","2430328.193960429033759","16224080.41","14610089.15","6.03","5.73"
"2014","Imports","Total","Total","21362614.750676","754120848.983755909380321","5090562671.95","4603955609.25","6.21","5.93"
"2015","Exports","Aden","MidWest","134699.052306","4755006.110808307304729","11439642.18","8960406.89","2.34","1.94"
"2015","Exports","Brunswick","East","614279.535400","21684658.463193805104796","398769857.29","321400146.70","16.43","13.97"
"2015","Exports","Cardston","MidWest","425319.829400","15014199.084716660359543","42707358.72","33368060.67","2.65","2.18"
"2015","Exports","Chippawa","East","142687.998165","5037023.584043118006863","25802894.10","20752628.69","4.77","4.05"
"2015","Exports","Cornwall","East","86173.521400","3042008.194059271727019","20780969.93","16399202.68","6.30","5.24"
"2015","Exports","Courtright","MidWest","65031.782308","2295684.468282791769501","9050552.58","7134328.76","3.54","2.94"
"2015","Exports","Coutts","MidWest","159737.649500","5638892.675897632858687","16068956.99","12522486.28","2.63","2.17"
"2015","Exports","East Hereford","East","2066918.474347","72964210.273250625532900","486951756.62","384068164.91","6.18","5.14"
"2015","Exports","Elmore","MidWest","14650053.997543","517160997.716133669210022","1658689803.33","1304114454.39","2.74","2.27"
"2015","Exports","Emerson","MidWest","6455723.655618","227893254.678718885732010","850404306.27","666706008.42","3.46","2.86"
"2015","Exports","Huntingdon","West","11628729.604138","410505340.475588678840130","1189492853.23","931833689.57","2.67","2.21"
"2015","Exports","Iroquois","East","5019419.549476","177190338.178837496963680","1118709445.75","888757914.45","5.86","4.91"
"2015","Exports","Kingsgate","West","18485326.406615","652549802.830537026472349","2022438667.43","1586309896.81","2.86","2.36"
"2015","Exports","Monchy","MidWest","14542212.390289","513354085.249316573377806","1542183654.31","1211236774.35","2.80","2.32"
"2015","Exports","Napierville","East","124508.396700","4395266.165722483606211","28540190.74","22631934.02","5.99","5.01"
"2015","Exports","Niagara Falls","East","72591.711718","2562557.248205299097979","10796219.68","8429523.99","3.88","3.20"
"2015","Exports","Philipsburg","East","351801.960000","12418947.579483645770370","77597450.15","60911209.69","5.77","4.78"
"2015","Exports","Reagan Field","MidWest","6022.000000","212582.392445029342147","519995.33","407454.62","2.04","1.69"
"2015","Exports","Sarnia/Blue Water","MidWest","164373.726057","5802550.637711876373195","22656166.21","17387860.39","3.56","2.88"
"2015","Exports","Sprague","MidWest","108537.800000","3831488.740405198560838","20936612.99","16448931.43","5.06","4.19"
"2015","Exports","St Clair","MidWest","86796.193800","3063989.128715779247526","11469097.67","9134606.08","3.44","2.89"
"2015","Exports","St Stephen","East","586612.715600","20707993.112076317855491","204898856.01","164538253.85","9.05","7.66"
"2015","Exports","Total","Total","75977557.950380","2682080876.988150173113792","9770905307.51","7693453937.62","3.32","2.75"
"2015","Imports","Chippawa","East","196739.080000","6945078.763506148015511","22190802.70","16772290.23","2.96","2.36"
"2015","Imports","Corunna","MidWest","97389.840000","3437955.029398641054168","15075153.16","11634498.07","4.03","3.28"
"2015","Imports","Courtright","MidWest","7117420.753930","251251798.722740597235663","1002988313.30","790559542.54","3.60","2.99"
"2015","Imports","Emerson","MidWest","106158.440484","3747495.060830617512630","15302693.43","12284023.50","3.79","3.21"
"2015","Imports","Huntingdon","West","133666.061625","4718540.546155301639648","13808716.55","10628426.64","2.70","2.19"
"2015","Imports","Iroquois","East","245853.876068","8678878.307276516670488","39530982.27","31131638.04","4.23","3.51"
"2015","Imports","Loomis","MidWest","75.940000","2680.755045213471976","7404.61","6019.12","2.64","2.27"
"2015","Imports","Niagara Falls","East","4730477.350480","166990400.626380267609390","691746181.77","542521955.36","3.80","3.15"
"2015","Imports","Ojibway (Windsor)","MidWest","1057567.168470","37333138.300343407757119","153514082.34","120172838.40","3.77","3.11"
"2015","Imports","Sarnia","MidWest","757517.311361","26741089.732256324520317","106225150.54","83184944.32","3.61","2.98"
"2015","Imports","Sarnia/Blue Water","MidWest","426271.840624","15047805.996644996582855","63719658.01","51078664.99","3.85","3.25"
"2015","Imports","Sault Ste Marie","MidWest","9677.000000","341607.408118656417148","1265088.80","1026926.65","3.40","2.91"
"2015","Imports","St Clair","MidWest","3930522.573900","138751227.552118340120319","540892774.24","426466286.08","3.57","2.97"
"2015","Imports","St Stephen","East","407668.123300","14391076.880552841303799","61407161.11","47612368.45","3.89","3.18"
"2015","Imports","Total","Total","19217005.360242","678378773.681367869911031","2727674162.83","2145080422.41","3.66","3.04"
"2016","Exports","Aden","MidWest","117372.477592","4143361.357307863924658","7979722.82","6010649.71","1.87","1.49"
"2016","Exports","Brunswick","East","423505.587000","14950154.582912075188218","139570547.95","101203687.36","8.34","6.38"
"2016","Exports","Cardston","MidWest","506573.848000","17882544.097961581257154","38741020.36","29362294.82","2.02","1.61"
"2016","Exports","Chippawa","East","60246.930093","2126774.582636727685540","7078594.64","5128494.91","3.08","2.35"
"2016","Exports","Cornwall","East","78427.280300","2768558.432270162497369","18736461.37","13909234.96","6.25","4.89"
"2016","Exports","Courtright","MidWest","137043.376093","4837762.995448999994341","18498457.68","13996994.92","3.43","2.74"
"2016","Exports","Coutts","MidWest","160309.418800","5659076.682161435534787","13925149.91","10525120.70","2.29","1.83"
"2016","Exports","East Hereford","East","1965619.815754","69388270.187702274511465","318455708.71","237953865.81","4.25","3.35"
"2016","Exports","Elmore","MidWest","16495317.895046","582300588.221551660839472","1642663083.80","1238947963.80","2.52","2.01"
"2016","Exports","Emerson","MidWest","9264906.774490","327060120.873670565775285","1089141806.55","822854389.56","3.10","2.47"
"2016","Exports","Huntingdon","West","12053399.745275","425496604.939698896915375","1142558366.29","859974830.65","2.50","1.99"
"2016","Exports","Iroquois","East","5361651.387417","189271451.244323605329214","789890854.05","589728966.89","3.88","3.05"
"2016","Exports","Kingsgate","West","19871196.913399","701472364.761979734423216","1858719083.60","1400449691.57","2.44","1.94"
"2016","Exports","Monchy","MidWest","16023500.700334","565644987.416407322266429","1403942548.26","1057199986.40","2.30","1.83"
"2016","Exports","Napierville","East","96437.645900","3404341.661771599952536","14080958.94","10550141.50","3.83","3.02"
"2016","Exports","Niagara Falls","East","92972.215073","3282008.620247784511617","11782773.84","8803685.01","3.31","2.61"
"2016","Exports","North Portal","MidWest","25348.306203","894819.591010115843633","1491916.65","1113158.16","1.52","1.20"
"2016","Exports","Philipsburg","East","406478.340000","14349076.385633355737666","79803089.67","59786055.31","5.14","4.06"
"2016","Exports","Reagan Field","MidWest","4017.500000","141821.614355347954514","277018.71","208030.89","1.55","1.23"
"2016","Exports","Sarnia/Blue Water","MidWest","127711.330285","4508332.802112691966617","17104881.54","12748667.52","3.47","2.73"
"2016","Exports","Sprague","MidWest","118874.880000","4196397.607442007579807","17592040.60","13169380.35","3.88","3.07"
"2016","Exports","St Clair","MidWest","461918.512623","16306167.806052279312478","58683911.72","44779537.91","3.27","2.63"
"2016","Exports","St Stephen","East","390224.757600","13775309.292907613146627","59750578.12","44338009.15","3.96","3.10"
"2016","Exports","Total","Total","84243055.637277","2973860895.757565702148018","8750468575.79","6582742837.86","2.71","2.15"
"2016","Imports","Chippawa","East","1615967.053741","57045191.364431598032157","173392283.46","130741813.23","2.81","2.23"
"2016","Imports","Corunna","MidWest","65137.900000","2299430.524882942010403","9970879.00","7452654.21","3.87","3.05"
"2016","Imports","Courtright","MidWest","6314585.090720","222910927.579370682692233","803111530.07","603437870.80","3.25","2.58"
"2016","Imports","Emerson","MidWest","111906.901167","3950421.252273381945071","12147873.70","9064210.12","2.86","2.26"
"2016","Imports","Huntingdon","West","187857.520472","6631551.169167857485758","23976260.61","17874616.60","3.31","2.60"
"2016","Imports","Iroquois","East","282574.262426","9975143.266341521273722","32948575.00","24811518.53","3.06","2.43"
"2016","Imports","Niagara Falls","East","6313212.432977","222862471.440709916463719","752138927.80","566525794.18","3.11","2.47"
"2016","Imports","Ojibway (Windsor)","MidWest","889888.834000","31413931.807013877514099","111000940.96","83491236.23","3.24","2.57"
"2016","Imports","Sarnia","MidWest","1196448.454222","42235781.274604770430765","148196626.58","111798067.15","3.30","2.63"
"2016","Imports","Sarnia/Blue Water","MidWest","369638.500690","13048594.622463272879242","48674031.30","36443474.79","3.39","2.67"
"2016","Imports","Sault Ste Marie","MidWest","26728.262000","943533.357996938700583","2784893.59","2103025.41","2.71","2.16"
"2016","Imports","St Clair","MidWest","4244722.471430","149842786.157716225451518","516315304.25","388728834.28","3.15","2.50"
"2016","Imports","St Stephen","East","321992.904300","11366659.240520985715794","46247382.29","34472657.66","3.70","2.91"
"2016","Imports","Total","Total","21940660.588145","774526423.057493970595064","2680905508.61","2016945773.19","3.17","2.51"
"2017","Exports","Aden","MidWest","112363.786700","3966549.751057616817927","8517095.12","6526577.22","2.09","1.69"
"2017","Exports","Brunswick","East","413492.930800","14596698.188072228592079","146441835.82","112639671.09","8.96","7.27"
